timestamp,open,high,low,close,volume,MACD,MACD_signal,MACD_diff,Stoch_RSI,SAR,Bollinger_Mid,Bollinger_Upper,Bollinger_Lower
2020-02-10,10151.72,10188.0,9756.0,9851.83,59573.084619,423.9141621868039,391.546906734893,32.367255451910864,0.2975670717926156,9657.796479999999,9261.6325,10308.502967629578,8214.762032370421
2020-02-11,9851.74,10323.59,9700.0,10223.08,62422.395224,441.9997736165351,401.63748011122146,40.36229350531363,0.6505046936776383,9700.0,9338.6685,10429.523452782894,8247.813547217105
2020-02-12,10223.08,10450.0,10223.08,10326.46,61008.06393,459.37921535075475,413.18582715912817,46.19338819162658,0.736907054345083,9700.0,9434.7655,10518.114806483816,8351.416193516183
2020-02-13,10325.33,10500.0,10080.0,10229.63,79344.358759,460.0361658222864,422.55589489175986,37.48027093052656,0.5259415557817266,9850.0,9524.297,10558.528255746975,8490.065744253026
2020-02-14,10227.78,10381.56,10111.37,10344.36,47038.480173,464.4605439316365,430.9368246997352,33.52371923190128,0.6334816832902933,9980.0,9624.486,10564.563882441644,8684.408117558358
2020-02-15,10344.36,10375.0,9801.0,9904.72,57657.202947,427.5629422346119,430.2620482067106,-2.699105972098664,0.0,9801.0,9688.972,10512.990489103224,8864.953510896776
2020-02-16,9904.46,10050.0,9638.12,9917.27,60023.999537,394.7831922755795,423.1662770204844,-28.38308474490492,0.012384572805517245,9638.12,9739.457,10485.860180408525,8993.053819591476
2020-02-17,9910.7,9964.16,9452.67,9706.0,70261.011901,347.74865094271263,408.08275180493007,-60.33410086221744,0.0,9452.67,9756.0465,10483.755000466334,9028.337999533667
2020-02-18,9706.0,10250.0,9576.01,10164.71,70604.124019,343.5275299446821,395.1717074328805,-51.64417748819841,0.34813660889863335,9452.67,9799.2055,10516.278010991015,9082.132989008986
2020-02-19,10164.78,10250.0,9350.0,9593.79,55162.586895,290.762064434035,374.2897788331114,-83.52771439907644,0.0,9350.0,9803.2345,10514.717792129168,9091.751207870833
2020-02-20,9594.65,9699.0,9400.0,9596.42,60152.342914,246.317872772599,348.69539762100896,-102.37752484840996,0.001750299541191434,9350.0,9815.411,10503.602703027549,9127.219296972451
2020-02-21,9597.21,9755.51,9550.21,9677.05,42181.554524,215.12190639657274,321.9806993761217,-106.85879297954898,0.05780172314869552,9400.0,9830.033,10492.95340361114,9167.112596388859
2020-02-22,9677.05,9709.17,9560.02,9650.86,24636.757623,186.13985973277158,294.8125314474517,-108.67267171468012,0.03745572110598653,9550.21,9846.0005,10474.617373603434,9217.383626396566
2020-02-23,9650.85,9990.0,9645.0,9936.4,37702.089843,184.0899957114725,272.66802430025587,-88.57802858878335,0.2772604523081799,9560.02,9878.208499999999,10453.807343267561,9302.609656732437
2020-02-24,9936.4,9990.0,9473.56,9656.13,55796.59612,158.02836440462488,249.74009232112968,-91.7117279165048,0.01903919694113361,9473.56,9901.164,10397.416381330262,9404.91161866974
2020-02-25,9655.52,9675.0,9250.0,9315.84,54379.344552,108.66317333054576,221.52470852301292,-112.86153519246716,0.0,9250.0,9886.354,10431.506621837183,9341.201378162816
2020-02-26,9316.48,9377.44,8633.63,8785.25,92130.345482,26.422147009481705,182.50419622030668,-156.08204921082498,0.0,8633.63,9837.0165,10563.188147595081,9110.844852404918
2020-02-27,8786.0,8971.77,8531.0,8823.21,72483.578762,-35.28466446154562,138.94642408393622,-174.23108854548184,0.023212470604901583,8531.0,9787.4905,10637.764711498241,8937.216288501759
2020-02-28,8823.25,8900.0,8445.0,8692.91,71155.208977,-93.62265448059406,92.43260837103017,-186.05526285162424,0.0,8445.0,9727.3835,10699.917465438204,8754.849534561796
2020-02-29,8690.8,8790.0,8523.55,8523.61,36748.183035,-151.7675451851992,43.5925776597843,-195.3601228449835,0.0,8445.0,9645.9765,10729.078830313696,8562.874169686305
2020-03-01,8523.61,8750.0,8411.0,8531.88,43892.201779,-194.9333992109132,-4.112617714355203,-190.820781496558,0.007308887790535791,8411.0,9579.979000000001,10761.272802352303,8398.6851976477
2020-03-02,8530.3,8965.75,8498.0,8915.24,60401.31773,-195.94991277281588,-42.48007672604734,-153.46983604676853,0.3231408748740228,8411.0,9514.587,10691.02671422422,8338.14728577578
2020-03-03,8911.18,8919.65,8651.0,8760.07,55154.997282,-206.8915127113687,-75.36236392311162,-131.5291487882571,0.29284289451360995,8498.0,9436.2675,10594.501609286617,8278.033390713383
2020-03-04,8760.07,8848.29,8660.0,8750.87,38696.482578,-213.84015639300924,-103.05792241709115,-110.78223397591809,0.286404174842293,8651.0,9362.3295,10497.101757265293,8227.557242734707
2020-03-05,8750.99,9159.42,8746.54,9054.68,58201.866355,-192.6117700308423,-120.96869193984139,-71.64307809100092,0.5806891137709828,8660.0,9297.8455,10345.284373261331,8250.406626738668
2020-03-06,9054.64,9170.0,8985.5,9131.88,43782.948044,-167.62643290913547,-130.3002401337002,-37.32619277543526,0.650320990269567,8746.54,9259.2035,10270.640573796965,8247.766426203034
2020-03-07,9130.89,9188.0,8835.0,8886.66,45422.204525,-165.70246299430437,-137.38068470582107,-28.3217782884833,0.44940908487556114,8835.0,9207.672999999999,10184.162023350476,8231.183976649521
2020-03-08,8885.25,8886.76,8000.0,8033.31,77537.315166,-230.38023627477014,-155.9805950196109,-74.39964125515925,0.0,8000.0,9124.038499999999,10197.216782360843,8050.860217639155
2020-03-09,8034.76,8179.31,7632.01,7929.87,116968.863268,-286.67991350277407,-182.12045871624352,-104.55945478653055,0.0,7632.01,9012.2965,10094.135108375101,7930.457891624899
2020-03-10,7929.87,8149.0,7728.01,7894.56,86783.443875,-330.339091803884,-211.7641853337716,-118.57490647011241,0.0,7632.01,8927.335,10077.874433144285,7776.795566855712
2020-03-11,7894.57,7980.0,7590.0,7934.52,79942.411172,-357.5927603668206,-240.92990034038138,-116.6628600264392,0.05574329418788026,7590.0,8844.24,10029.028271599604,7659.451728400396
2020-03-12,7934.58,7966.17,4410.0,4800.0,261505.608653,-624.917398011663,-317.7273998746377,-307.18999813702527,0.0,4410.0,8600.3875,10673.628445426986,6527.146554573015
2020-03-13,4800.01,5955.0,3782.13,5578.6,402201.673764,-765.1276708329879,-407.2074540663077,-357.92021676668014,0.3175884372278677,3782.13,8396.7745,10792.194389518114,6001.354610481884
2020-03-14,5576.05,5640.52,5055.13,5172.06,136910.135974,-898.6901618373531,-505.50399562051683,-393.1861662168363,0.26708077563835714,3782.13,8158.5575,10826.274590696647,5490.840409303353
2020-03-15,5172.48,5940.0,5093.1,5361.3,139916.146534,-977.995587418126,-600.0023139800387,-377.9932734380873,0.33936209441822424,5055.13,7943.816000000001,10780.8292277478,5106.802772252201
2020-03-16,5360.33,5365.42,4442.12,5028.97,227276.92276,-1055.4948742700917,-691.1008260380494,-364.39404823204234,0.2944313179804818,4442.12,7729.472500000001,10760.585658540109,4698.359341459892
2020-03-17,5028.86,5525.0,4921.45,5312.64,150089.926318,-1081.5563112706905,-769.1919230845776,-312.3643881861128,0.4055641565052663,4442.12,7555.842,10720.070092041406,4391.613907958594
2020-03-18,5312.64,5436.17,5009.37,5393.04,137127.634894,-1083.2357127808946,-832.000681023841,-251.23503175705355,0.43729864890726056,4921.45,7384.333500000001,10626.0887228586,4142.578277141402
2020-03-19,5393.26,6400.0,5252.53,6162.37,199020.873439,-1010.8358625364008,-867.767717326353,-143.06814521004776,0.7160821033155313,5009.37,7257.806500000001,10482.880927949067,4032.7320720509333
2020-03-20,6162.05,6900.0,5670.0,6208.36,219298.329514,-938.9241181848874,-881.99899749806,-56.92512068682743,0.8413294765395565,5252.53,7142.044,10343.18709760373,3940.9009023962694
2020-03-21,6204.57,6456.98,5860.02,6186.98,128913.668363,-873.5885450526757,-880.3169070089832,6.728361956307481,0.9931311715893755,5670.0,7024.798999999999,10185.247100930626,3864.3508990693713
2020-03-22,6187.04,6407.87,5734.01,5816.19,119115.990527,-842.0229701479229,-872.6581196367712,30.635149488848242,0.874842500728623,5734.01,6869.8465,9947.148044816662,3792.5449551833376
2020-03-23,5816.05,6600.0,5688.0,6467.31,164674.215785,-755.7552066738517,-849.2775370441873,93.52233037033557,1.0,5688.0,6755.208500000001,9710.717840931105,3799.699159068895
2020-03-24,6465.25,6833.0,6371.33,6744.72,151138.009878,-657.424335499878,-810.9068967353255,153.48256123544752,1.0,5688.0,6654.901,9465.28853970267,3844.513460297331
2020-03-25,6744.69,6957.96,6450.0,6677.43,132155.734989,-578.260327195484,-764.3775828273572,186.11725563187315,0.9799058341482267,6371.33,6536.038500000001,9122.557127246095,3949.519872753906
2020-03-26,6677.42,6780.0,6510.0,6737.36,83026.555211,-504.8666417467939,-712.4753946112445,207.6087528644506,1.0,6450.0,6416.3125,8717.001266312172,4115.623733687828
2020-03-27,6737.27,6842.59,6261.0,6359.11,82914.968354,-471.7847897086822,-664.337273630732,192.55248392204987,0.8353678096953974,6261.0,6289.9349999999995,8292.28731177234,4287.582688227661
2020-03-28,6359.11,6360.0,6024.0,6236.65,93159.693429,-450.2583838131977,-621.5214956672252,171.26311185402744,0.775184972301213,6024.0,6200.102,8035.812077605948,4364.391922394052
2020-03-29,6236.65,6266.0,5866.56,5881.42,63311.627714,-456.5992523131663,-588.5370469964134,131.93779468324715,0.6258086826236283,5866.56,6097.6795,7755.9201917148785,4439.438808285122
2020-03-30,5880.5,6599.0,5857.76,6394.38,118889.549992,-415.4438729064386,-553.9184121784185,138.4745392719799,0.9078623272374708,5857.76,6022.6705,7471.500069831814,4573.840930168187
2020-03-31,6394.45,6523.23,6321.4,6410.44,72337.595259,-377.1840870703245,-518.5715471567997,141.38746008647524,0.9135871006819055,5857.76,5946.4665,7119.035584894806,4773.897415105195
2020-04-01,6412.14,6679.94,6150.11,6642.92,97500.7524,-324.3646641266987,-479.7301705507796,155.36550642408088,1.0,6150.11,6038.6125,7122.626856913707,4954.598143086293
2020-04-02,6643.36,7198.0,6551.0,6794.09,149299.906871,-267.2263166452067,-437.229399769665,170.00308312445833,1.0,6150.11,6099.387,7209.404980558889,4989.36901944111
2020-04-03,6793.86,7048.0,6602.1,6734.1,104080.276939,-224.20001800135742,-394.6235234160035,170.42350541464606,0.9443984444515199,6551.0,6177.489,7234.051952708466,5120.926047291533
2020-04-04,6732.97,6990.41,6650.01,6856.99,72990.861139,-178.13177811798414,-351.32517435639966,173.19339623841552,1.0,6602.1,6252.273499999999,7278.463449439688,5226.083550560311
2020-04-05,6857.41,6895.54,6677.52,6772.78,49685.356983,-146.72604284618956,-310.40534805435766,163.6793052081681,0.9026702781584982,6650.01,6339.464,7221.250931098453,5457.677068901547
2020-04-06,6772.78,7355.14,6765.0,7329.9,118052.000832,-76.00569705949965,-263.5254178553861,187.51972079588643,1.0,6677.52,6440.326999999999,7290.135214483729,5590.518785516269
2020-04-07,7329.9,7459.69,7077.0,7197.32,103585.168918,-30.308039282925165,-216.8819421408939,186.57390285796873,0.8890195740621928,6765.0,6530.540999999999,7295.305935490652,5765.776064509347
2020-04-08,7197.32,7420.0,7150.0,7361.28,76059.145838,18.91978990707412,-169.7215957313003,188.64138563837443,0.9981817372605545,7077.0,6590.486500000001,7415.960324449341,5765.012675550661
2020-04-09,7360.26,7371.92,7108.08,7283.54,61094.872417,51.07151032764705,-125.56297451951085,176.6344848471579,0.9278084617077136,7108.08,6644.2455,7502.562115765429,5785.928884234571
2020-04-10,7283.54,7295.75,6739.98,6858.92,104674.623375,41.806772647724756,-92.08902508606373,133.89579773378847,0.5707960736530808,6739.98,6677.842499999999,7514.258102410079,5841.426897589919
2020-04-11,6858.92,6944.3,6760.0,6876.83,45470.293206,35.500362526444405,-66.5711475635621,102.07151009000651,0.5852627027301018,6739.98,6730.8745,7470.990495462209,5990.758504537791
2020-04-12,6876.84,7177.0,6780.0,6903.79,73868.666501,32.305535650494676,-46.79581092075075,79.10134657124543,0.3869120483391319,6760.0,6752.6985,7486.151459453445,6019.245540546556
2020-04-13,6903.79,6903.79,6575.0,6837.91,96415.476573,24.178927292979097,-32.60086327800478,56.77979057098388,0.28127666834378173,6575.0,6757.358,7491.732474382121,6022.983525617879
2020-04-14,6838.04,6978.0,6754.28,6868.7,69068.623285,19.99256544828131,-22.08217753274756,42.074742981028876,0.10220138301301042,6575.0,6766.9214999999995,7501.864856763646,6031.978143236353
2020-04-15,6868.57,6933.0,6605.0,6621.24,61571.384994,-3.2555820419884185,-18.316858434595733,15.061276392607315,0.0,6605.0,6761.1155,7498.731079105414,6023.499920894586
2020-04-16,6621.25,7190.0,6468.27,7101.94,125009.857539,16.913596785201662,-11.270767390636255,28.184364175837917,0.6908990196274556,6468.27,6798.257,7525.903453989858,6070.610546010142
2020-04-17,7101.99,7148.12,6972.98,7027.55,54126.509763,26.588667412941504,-3.6988804299207034,30.287547842862207,0.5801893270645027,6468.27,6837.802000000001,7523.840413927394,6151.763586072607
2020-04-18,7026.78,7293.08,7014.4,7248.6,49488.542819,51.49946442996861,7.34078854205716,44.15867588791145,0.8701554378544616,6972.98,6906.161,7456.4105681379615,6355.911431862039
2020-04-19,7248.6,7266.15,7055.6,7120.74,45664.86393,60.22992403670014,17.918615640985756,42.311308395714384,0.6668596403110966,7014.4,6942.478999999999,7446.783937310762,6438.174062689237
2020-04-20,7121.4,7220.0,6751.0,6826.83,90149.49137,42.937834850672516,22.92245948292311,20.015375367749407,0.23357453207288786,6751.0,6963.2985,7409.001879178363,6517.595120821637
2020-04-21,6828.98,6940.0,6762.0,6841.37,60109.710808,30.06046771232468,24.350061128803425,5.710406583521255,0.25587588519235915,6751.0,6973.2210000000005,7398.3121824020955,6548.1298175979055
2020-04-22,6841.36,7156.38,6818.0,7125.14,61486.377334,42.26571604880519,27.93319211280378,14.332523936001408,0.7580515299638219,6762.0,6989.773499999998,7411.442642588131,6568.104357411866
2020-04-23,7125.12,7738.0,7020.0,7482.39,102773.569561,79.84514746856894,38.31558318395682,41.52956428461212,1.0,6818.0,7027.188,7482.8917437458795,6571.484256254121
2020-04-24,7483.96,7615.96,7388.0,7505.0,60182.119939,110.18145245592132,52.68875703834972,57.492695417571596,1.0,7020.0,7059.5885,7552.877585720544,6566.299414279456
2020-04-25,7505.0,7705.0,7431.07,7538.67,43874.427726,135.37950961175648,69.22690755303107,66.1526020587254,1.0,7388.0,7097.883,7614.526243219157,6581.239756780843
2020-04-26,7539.03,7700.0,7480.0,7693.1,50522.616209,165.8979930288724,88.56112464819934,77.33686838067307,1.0,7431.07,7116.043,7686.736767377924,6545.349232622076
2020-04-27,7693.1,7792.02,7606.0,7774.62,65441.339576,194.42093025847862,109.7330857702552,84.68784448822342,1.0,7480.0,7144.908,7783.486238013173,6506.329761986828
2020-04-28,7773.51,7780.0,7659.12,7738.98,46302.752638,211.70926079154742,130.12832077451364,81.58094001703378,0.9473227642479974,7606.0,7163.793,7847.588680685398,6479.997319314602
2020-04-29,7738.58,8952.89,7710.05,8778.57,183546.887514,305.7718643625676,165.25702949212445,140.51483487044317,1.0,7659.12,7238.544500000001,8220.307439338721,6256.78156066128
2020-04-30,8778.58,9460.0,8401.0,8620.0,206277.214124,363.3335980508309,204.87234320386574,158.46125484696518,0.8583402630271824,7710.05,7326.5985,8460.48797825218,6192.70902174782
2020-05-01,8620.0,9059.18,8613.56,8826.96,91468.815059,420.80089825615505,248.05805421432365,172.7428440418314,0.9312787188894548,8268.04,7424.1050000000005,8711.518633662468,6136.691366337533
2020-05-02,8825.67,9010.0,8753.0,8972.05,59002.08755,472.60381553091247,292.9672064776414,179.63660905327106,0.9803093523586436,8613.56,7527.518000000001,8955.711990543301,6099.324009456701
2020-05-03,8972.58,9200.0,8712.0,8894.16,90126.065643,501.5909009680463,334.6919453757224,166.8989555923239,0.9055042907282896,8712.0,7630.330499999999,9138.934711348686,6121.726288651313
2020-05-04,8894.15,8950.0,8522.0,8871.96,84418.512331,516.8145046470781,371.11645722999356,145.69804741708458,0.882125330484837,8522.0,7730.4935,9288.719645195551,6172.267354804448
2020-05-05,8871.92,9118.58,8760.0,9021.83,76480.765342,534.8076470776914,403.8546951995331,130.95295187815827,0.9293012493102104,8522.0,7850.522999999999,9418.279907777473,6282.766092222526
2020-05-06,9021.36,9395.0,8906.21,9142.92,105925.30242,552.4697655395375,433.57770926753403,118.89205627200352,0.9846974557788641,8760.0,7952.572,9576.82211245928,6328.32188754072
2020-05-07,9143.4,10067.0,9021.0,9986.4,147154.611378,627.2978097413879,472.32172936230484,154.9760803790831,1.0,8906.21,8100.5145,9891.268146155433,6309.7608538445675
2020-05-08,9986.3,10035.96,9705.0,9800.01,100683.7964,663.90635936117,510.6386553620779,153.26770399909208,0.7779362756606034,9021.0,8228.085000000001,10118.642330307648,6337.527669692354
2020-05-09,9800.02,9914.25,9520.0,9539.4,81950.679567,664.2329853098745,541.3575213516373,122.87546395823722,0.4232914052608497,9316.8,8349.018,10250.168881246402,6447.867118753597
2020-05-10,9539.1,9574.83,8117.0,8722.77,183865.182028,591.7750086564683,551.4410188126035,40.333989843864856,0.0,8117.0,8443.814999999999,10216.653300144704,6670.976699855293
2020-05-11,8722.77,9168.0,8200.0,8561.52,168807.251832,515.3988160230983,544.2325782547025,-28.83376223160417,0.0,8117.0,8529.8225,10143.071202474286,6916.573797525714
2020-05-12,8562.04,8978.26,8528.78,8810.79,86522.780066,469.57121420466865,529.3003054446957,-59.72909124002706,0.11281582557298468,8200.0,8614.105,10095.765952735126,7132.444047264873
2020-05-13,8810.99,9398.0,8792.99,9309.37,92466.274018,468.087922589606,517.0578288736779,-48.96990628407184,0.31092283221235195,8528.78,8705.454,10120.53828563671,7290.369714363288
2020-05-14,9309.35,9939.0,9256.76,9791.98,129565.37747,500.0902676480091,513.6643166285442,-13.574048980535053,0.4703982868546274,8792.99,8819.803,10197.500553443411,7442.105446556589
2020-05-15,9791.97,9845.62,9150.0,9316.42,115890.761516,481.52788537014203,507.23703037686374,-25.709145006721712,0.21140342944845605,9134.392,8908.6905,10168.655552824464,7648.725447175536
2020-05-16,9315.96,9588.0,9220.0,9381.27,59587.627862,466.67043047585685,499.1237103966624,-32.45327992080553,0.23475543019354903,9150.0,8993.099,10136.841531724669,7849.356468275331
2020-05-17,9380.81,9888.0,9322.1,9680.04,68647.764323,473.5452970917195,494.0080277356738,-20.46273064395433,0.3404540509475146,9220.0,9088.369999999999,10122.430006924138,8054.30999307586
2020-05-18,9681.11,9950.0,9464.23,9733.93,82006.603583,477.8339783766078,490.7732178638606,-12.939239487252848,0.3592209270712262,9322.1,9188.1175,10053.369319527095,8322.865680472905
2020-05-19,9733.93,9897.21,9474.0,9775.53,78539.760454,479.06717336190195,488.4320089634689,-9.364835601566938,0.37442739856274476,9464.23,9237.9655,10117.844058017497,8358.086941982503
2020-05-20,9775.13,9842.0,9326.0,9511.43,74923.73809,453.5060905342907,481.4468252776333,-27.940734743342603,0.20965101293956323,9326.0,9282.537,10122.072643748344,8443.001356251656
2020-05-21,9511.43,9578.47,8815.0,9068.65,108928.780969,392.989959082066,463.7554520385199,-70.7654929564539,0.0,8815.0,9294.6215,10114.30156303127,8474.94143696873
2020-05-22,9067.51,9271.0,8933.52,9170.0,58943.131024,349.1834178122954,440.841045193275,-91.65762738097965,0.07348851783007743,8815.0,9304.519,10113.08513386658,8495.95286613342
2020-05-23,9170.0,9307.85,9070.0,9179.15,43526.296966,311.6126698908247,414.99537013278496,-103.38270024196026,0.10370330550361717,8933.52,9318.768500000002,10107.711828313859,8529.825171686145
2020-05-24,9179.01,9298.0,8700.0,8720.34,70379.86645,242.025529269833,380.40140196019456,-138.37587269036158,0.0,8700.0,9311.1875,10119.826761868324,8502.548238131676
2020-05-25,8718.14,8979.66,8642.72,8900.35,62833.910949,199.10733614204946,344.1425887965656,-145.0352526545161,0.14006555807719623,8642.72,9305.113500000001,10124.114000397252,8486.11299960275
2020-05-26,8900.35,9017.67,8700.0,8841.18,58299.770138,158.49282772407423,307.01263658206733,-148.5198088579931,0.09509713426495763,8642.72,9290.0265,10131.238043888306,8448.814956111693
2020-05-27,8841.0,9225.0,8811.73,9204.07,68910.355514,153.8146478783783,276.37303884132956,-122.55839096295125,0.37304643369969265,8700.0,9250.91,10029.374484071013,8472.445515928986
2020-05-28,9204.07,9625.47,9110.0,9575.89,74110.787662,178.05738847929024,256.7099087689217,-78.65252028963147,0.7183113186676723,8811.73,9239.704,9992.249608781254,8487.158391218745
2020-05-29,9575.87,9605.26,9330.0,9427.07,57374.362961,183.15016372525497,241.9979597601884,-58.847796034933424,0.5686621677192494,9110.0,9234.0875,9979.242771144845,8488.932228855154
2020-05-30,9426.6,9740.0,9331.23,9697.72,55665.27254,206.64336183847263,234.92704017584526,-28.283678337372635,0.771001126598166,9330.0,9282.835000000001,10015.264522165751,8550.40547783425
2020-05-31,9697.72,9700.0,9381.41,9448.27,48333.786403,202.79565823101075,228.5007637868784,-25.705105555867647,0.5179664410413253,9331.23,9327.172499999999,9982.919731267464,8671.425268732533
2020-06-01,9448.27,10380.0,9421.67,10200.77,76649.12696,257.4985040287993,234.3003118352626,23.1981921935367,1.0,9381.41,9396.6715,10110.806171088687,8682.536828911314
2020-06-02,10202.71,10228.99,9266.0,9518.04,108970.773151,242.95961108941628,236.03217168609333,6.92743940332295,0.421783774870711,9266.0,9407.105,10121.929907889999,8692.28009211
2020-06-03,9518.02,9690.0,9365.21,9666.24,46252.644939,240.62219227834066,236.9501758045428,3.6720164737978678,0.5164014950847555,9266.0,9400.818000000001,10104.110954595699,8697.525045404303
2020-06-04,9666.32,9881.63,9450.0,9789.06,57456.100969,245.84635483629063,238.72941161089238,7.116943225398245,0.5954209050647388,9365.21,9424.45,10146.328701666662,8702.57129833334
2020-06-05,9788.14,9854.75,9581.0,9621.16,47788.05005,233.74395963427196,237.73232121556833,-3.988361581296374,0.45360874289831854,9450.0,9436.444500000001,10163.01139309309,8709.877606906914
2020-06-06,9621.17,9735.0,9531.05,9666.3,32752.950893,225.19918892460737,235.22569475737615,-10.026505832768777,0.4862252105879672,9531.05,9435.7575,10161.427203732314,8710.087796267686
2020-06-07,9666.85,9802.0,9372.46,9746.99,57952.848385,222.37500459168405,232.65555672423773,-10.28055213255368,0.49182235157180787,9372.46,9436.4105,10163.17495918808,8709.64604081192
2020-06-08,9746.99,9800.0,9633.0,9782.01,40664.664125,220.4217547058688,230.20879632056395,-9.787041614695141,0.5225228036718302,9372.46,9436.7345,10164.108925628881,8709.36007437112
2020-06-09,9782.0,9877.0,9570.0,9772.43,46024.001289,215.61528536848346,227.29009413014785,-11.674808761664394,0.24579483922015202,9570.0,9449.7845,10191.279446212679,8708.289553787321
